reactionId	solver	compartment	r ; p	ratelaw	parameter1	parameter2	parameter3	parameter4	parameter5	parameter6	parameter7	parameter8
vRP28_9	Deterministic	Cytoplasm	cyt_prot_p_ERBB2__NRG1__ERBB3__PI3K1_ + cyt_lipid_PIP2_ ; pE2HE3_PI3K1_PIP2	1.00E-03								
vRP28_10	Deterministic	Cytoplasm	cyt_prot_p_NRG1__ERBB3__EGFRvIII__PI3K1_ + cyt_lipid_PIP2_ ; pHE3Ev3_PI3K1_PIP2	1.00E-03								
vRP28_11	Deterministic	Cytoplasm	cyt_prot_p_EGFR__NRG1__ERBB3__PI3K1_ + cyt_lipid_PIP2_ ; cyt_mixed_p_EGFR__NRG1__ERBB3__PI3K1__PIP2_	1.00E-03								
vRP28_12	Deterministic	Cytoplasm	cyt_prot_p_NRG1__ERBB3__ERBB4__PI3K1_ + cyt_lipid_PIP2_ ; cyt_mixed_p_NRG1__ERBB3__ERBB4__PI3K1__PIP2_	1.00E-03								
vRP28_13	Deterministic	Cytoplasm	cyt_prot_p_NRG1__ERBB3__NRG1__ERBB4__PI3K1_ + cyt_lipid_PIP2_ ; cyt_mixed_p_NRG1__ERBB3__NRG1__ERBB4__PI3K1__PIP2_	1.00E-03								
vRP28_14	Deterministic	Cytoplasm	cyt_prot_p_ERBB2__NRG1__ERBB4__PI3K1_ + cyt_lipid_PIP2_ ; cyt_mixed_p_ERBB2__NRG1__ERBB4__PI3K1__PIP2_	1.00E-03								
vRP28_15	Deterministic	Cytoplasm	cyt_prot_p_NRG1__ERBB4__EGFRvIII__PI3K1_ + cyt_lipid_PIP2_ ; cyt_mixed_p_NRG1__ERBB4__EGFRvIII__PI3K1__PIP2_	1.00E-03								
vRP28_16	Deterministic	Cytoplasm	cyt_prot_p_EGFR__NRG1__ERBB4__PI3K1_ + cyt_lipid_PIP2_ ; cyt_mixed_p_EGFR__NRG1__ERBB4__PI3K1__PIP2_	1.00E-03								
vRP28_17	Deterministic	Cytoplasm	cyt_prot_p_ERBB3__NRG1__ERBB4__PI3K1_ + cyt_lipid_PIP2_ ; cyt_mixed_p_ERBB3__NRG1__ERBB4__PI3K1__PIP2_	1.00E-03								
vRP28_18	Deterministic	Cytoplasm	cyt_prot_p_NRG1__ERBB4__ERBB4__PI3K1_ + cyt_lipid_PIP2_ ; cyt_mixed_p_NRG1__ERBB4__ERBB4__PI3K1__PIP2_	1.00E-03								
vRP28_19	Deterministic	Cytoplasm	cyt_prot_p_NRG1__ERBB4__NRG1__ERBB4__PI3K1_ + cyt_lipid_PIP2_ ; cyt_mixed_p_NRG1__ERBB4__NRG1__ERBB4__PI3K1__PIP2_	1.00E-03								
vRP28_20	Deterministic	Cytoplasm	cyt_prot_p_HGF__MET__MET__PI3K1_ + cyt_lipid_PIP2_ ; pHGF_Met_Met_PI3K1_PIP2	1.00E-03								
vRP28_21	Deterministic	Cytoplasm	cyt_prot_p_HGF__MET__HGF__MET__PI3K1_ + cyt_lipid_PIP2_ ; cyt_mixed_p_HGF__MET__HGF__MET__PI3K1__PIP2_	1.00E-03								
vRP28_22	Deterministic	Cytoplasm	cyt_prot_p_PDGFB__PDGFRB__PDGFB__PDGFRB__PI3K1_ + cyt_lipid_PIP2_ ; cyt_mixed_p_PDGFB__PDGFRB__PDGFB__PDGFRB__PI3K1__PIP2_	1.00E-03								
vRP28_23	Deterministic	Cytoplasm	cyt_prot_p_PDGFB__PDGFRB__PDGFRB__PI3K1_ + cyt_lipid_PIP2_ ; cyt_mixed_p_PDGFB__PDGFRB__PDGFRB__PI3K1__PIP2_	1.00E-03								
vRP28_24	Deterministic	Cytoplasm	cyt_prot_p_FGF__FGFR__FGF__FGFR__PI3K1_ + cyt_lipid_PIP2_ ; cyt_mixed_p_FGF__FGFR__FGF__FGFR__PI3K1__PIP2_	1.00E-03								
vRP28_25	Deterministic	Cytoplasm	cyt_prot_p_FGF__FGFR__FGFR__PI3K1_ + cyt_lipid_PIP2_ ; cyt_mixed_p_FGF__FGFR__FGFR__PI3K1__PIP2_	1.00E-03								
vRP28_26	Deterministic	Cytoplasm	cyt_prot_p_IGF__IGF1R__IGF1R__IRS__PI3K1_ + cyt_lipid_PIP2_ ; cyt_mixed_p_IGF__IGF1R__IGF1R__IRS__PI3K1__PIP2_	5.00E-03								
vRP28_27	Deterministic	Cytoplasm	cyt_prot_p_INS__INSR__INSR__IRS__PI3K1_ + cyt_lipid_PIP2_ ; cyt_mixed_p_INS__INSR__INSR__IRS__PI3K1__PIP2_	5.00E-03								
vRP28_28	Deterministic	Cytoplasm	cyt_prot_p_IGF__IGF1R__IGF1R__IGF__IRS__PI3K1_ + cyt_lipid_PIP2_ ; cyt_mixed_p_IGF__IGF1R__IGF1R__IGF__IRS__PI3K1__PIP2_	5.00E-03								
vRP28_29	Deterministic	Cytoplasm	cyt_prot_p_INS__INSR__INSR__INS__IRS__PI3K1_ + cyt_lipid_PIP2_ ; cyt_mixed_p_INS__INSR__INSR__INS__IRS__PI3K1__PIP2_	5.00E-03								
vRP29_1	Deterministic	Cytoplasm	cyt_mixed_p_EGF__EGFR__ERBB2__PI3K1__PIP2_ ; cyt_prot_p_EGF__EGFR__ERBB2__PI3K1_ + cyt_lipid_PIP2_	1.00E-02								
vRP29_2	Deterministic	Cytoplasm	cyt_mixed_p_EGF__EGFR__EGFRvIII__PI3K1__PIP2_ ; cyt_prot_p_EGF__EGFR__EGFRvIII__PI3K1_ + cyt_lipid_PIP2_	1.00E-02								
vRP29_3	Deterministic	Cytoplasm	cyt_mixed_p_EGF__EGFR__EGFR__PI3K1__PIP2_ ; cyt_prot_p_EGF__EGFR__EGFR__PI3K1_ + cyt_lipid_PIP2_	1.00E-02								
vRP29_4	Deterministic	Cytoplasm	cyt_mixed_p_EGF__EGFR__EGF__EGFR__PI3K1__PIP2_ ; cyt_prot_p_EGF__EGFR__EGF__EGFR__PI3K1_ + cyt_lipid_PIP2_	1.00E-02								
vRP29_5	Deterministic	Cytoplasm	cyt_mixed_p_EGF__EGFR__ERBB3__PI3K1__PIP2_ ; cyt_prot_p_EGF__EGFR__ERBB3__PI3K1_ + cyt_lipid_PIP2_	1.00E-02								
vRP29_6	Deterministic	Cytoplasm	cyt_mixed_p_EGF__EGFR__NRG1__ERBB3__PI3K1__PIP2_ ; cyt_prot_p_EGF__EGFR__NRG1__ERBB3__PI3K1_ + cyt_lipid_PIP2_	1.00E-02								
vRP29_7	Deterministic	Cytoplasm	cyt_mixed_p_EGF__EGFR__ERBB4__PI3K1__PIP2_ ; cyt_prot_p_EGF__EGFR__ERBB4__PI3K1_ + cyt_lipid_PIP2_	1.00E-02								
vRP29_8	Deterministic	Cytoplasm	cyt_mixed_p_EGF__EGFR__NRG1__ERBB4__PI3K1__PIP2_ ; cyt_prot_p_EGF__EGFR__NRG1__ERBB4__PI3K1_ + cyt_lipid_PIP2_	1.00E-02								
vRP29_9	Deterministic	Cytoplasm	pE2HE3_PI3K1_PIP2 ; cyt_prot_p_ERBB2__NRG1__ERBB3__PI3K1_ + cyt_lipid_PIP2_	1.00E-02								
vRP29_10	Deterministic	Cytoplasm	pHE3Ev3_PI3K1_PIP2 ; cyt_prot_p_NRG1__ERBB3__EGFRvIII__PI3K1_ + cyt_lipid_PIP2_	1.00E-02								
vRP29_11	Deterministic	Cytoplasm	cyt_mixed_p_EGFR__NRG1__ERBB3__PI3K1__PIP2_ ; cyt_prot_p_EGFR__NRG1__ERBB3__PI3K1_ + cyt_lipid_PIP2_	1.00E-02								
vRP29_12	Deterministic	Cytoplasm	cyt_mixed_p_NRG1__ERBB3__ERBB4__PI3K1__PIP2_ ; cyt_prot_p_NRG1__ERBB3__ERBB4__PI3K1_ + cyt_lipid_PIP2_	1.00E-02								
vRP29_13	Deterministic	Cytoplasm	cyt_mixed_p_NRG1__ERBB3__NRG1__ERBB4__PI3K1__PIP2_ ; cyt_prot_p_NRG1__ERBB3__NRG1__ERBB4__PI3K1_ + cyt_lipid_PIP2_	1.00E-02								
vRP29_14	Deterministic	Cytoplasm	cyt_mixed_p_ERBB2__NRG1__ERBB4__PI3K1__PIP2_ ; cyt_prot_p_ERBB2__NRG1__ERBB4__PI3K1_ + cyt_lipid_PIP2_	1.00E-02								
vRP29_15	Deterministic	Cytoplasm	cyt_mixed_p_NRG1__ERBB4__EGFRvIII__PI3K1__PIP2_ ; cyt_prot_p_NRG1__ERBB4__EGFRvIII__PI3K1_ + cyt_lipid_PIP2_	1.00E-02								
vRP29_16	Deterministic	Cytoplasm	cyt_mixed_p_EGFR__NRG1__ERBB4__PI3K1__PIP2_ ; cyt_prot_p_EGFR__NRG1__ERBB4__PI3K1_ + cyt_lipid_PIP2_	1.00E-02								
vRP29_17	Deterministic	Cytoplasm	cyt_mixed_p_ERBB3__NRG1__ERBB4__PI3K1__PIP2_ ; cyt_prot_p_ERBB3__NRG1__ERBB4__PI3K1_ + cyt_lipid_PIP2_	1.00E-02								
vRP29_18	Deterministic	Cytoplasm	cyt_mixed_p_NRG1__ERBB4__ERBB4__PI3K1__PIP2_ ; cyt_prot_p_NRG1__ERBB4__ERBB4__PI3K1_ + cyt_lipid_PIP2_	1.00E-02								
vRP29_19	Deterministic	Cytoplasm	cyt_mixed_p_NRG1__ERBB4__NRG1__ERBB4__PI3K1__PIP2_ ; cyt_prot_p_NRG1__ERBB4__NRG1__ERBB4__PI3K1_ + cyt_lipid_PIP2_	1.00E-02								
vRP29_20	Deterministic	Cytoplasm	pHGF_Met_Met_PI3K1_PIP2 ; cyt_prot_p_HGF__MET__MET__PI3K1_ + cyt_lipid_PIP2_	1.00E-02								
vRP29_21	Deterministic	Cytoplasm	cyt_mixed_p_HGF__MET__HGF__MET__PI3K1__PIP2_ ; cyt_prot_p_HGF__MET__HGF__MET__PI3K1_ + cyt_lipid_PIP2_	1.00E-02								
vRP29_22	Deterministic	Cytoplasm	cyt_mixed_p_PDGFB__PDGFRB__PDGFB__PDGFRB__PI3K1__PIP2_ ; cyt_prot_p_PDGFB__PDGFRB__PDGFB__PDGFRB__PI3K1_ + cyt_lipid_PIP2_	1.00E-02								
vRP29_23	Deterministic	Cytoplasm	cyt_mixed_p_PDGFB__PDGFRB__PDGFRB__PI3K1__PIP2_ ; cyt_prot_p_PDGFB__PDGFRB__PDGFRB__PI3K1_ + cyt_lipid_PIP2_	1.00E-02								
vRP29_24	Deterministic	Cytoplasm	cyt_mixed_p_FGF__FGFR__FGF__FGFR__PI3K1__PIP2_ ; cyt_prot_p_FGF__FGFR__FGF__FGFR__PI3K1_ + cyt_lipid_PIP2_	1.00E-02								
vRP29_25	Deterministic	Cytoplasm	cyt_mixed_p_FGF__FGFR__FGFR__PI3K1__PIP2_ ; cyt_prot_p_FGF__FGFR__FGFR__PI3K1_ + cyt_lipid_PIP2_	1.00E-02								
vRP29_26	Deterministic	Cytoplasm	cyt_mixed_p_IGF__IGF1R__IGF1R__IRS__PI3K1__PIP2_ ; cyt_prot_p_IGF__IGF1R__IGF1R__IRS__PI3K1_ + cyt_lipid_PIP2_	5.00E-02								
vRP29_27	Deterministic	Cytoplasm	cyt_mixed_p_INS__INSR__INSR__IRS__PI3K1__PIP2_ ; cyt_prot_p_INS__INSR__INSR__IRS__PI3K1_ + cyt_lipid_PIP2_	5.00E-02								
vRP29_28	Deterministic	Cytoplasm	cyt_mixed_p_IGF__IGF1R__IGF1R__IGF__IRS__PI3K1__PIP2_ ; cyt_prot_p_IGF__IGF1R__IGF1R__IGF__IRS__PI3K1_ + cyt_lipid_PIP2_	5.00E-02								
vRP29_29	Deterministic	Cytoplasm	cyt_mixed_p_INS__INSR__INSR__INS__IRS__PI3K1__PIP2_ ; cyt_prot_p_INS__INSR__INSR__INS__IRS__PI3K1_ + cyt_lipid_PIP2_	5.00E-02								
vRP30_1	Deterministic	Cytoplasm	cyt_mixed_p_EGF__EGFR__ERBB2__PI3K1__PIP2_ ; cyt_prot_p_EGF__EGFR__ERBB2__PI3K1_ + cyt_lipid_PIP3_	1.00E+00								
vRP30_2	Deterministic	Cytoplasm	cyt_mixed_p_EGF__EGFR__EGFRvIII__PI3K1__PIP2_ ; cyt_prot_p_EGF__EGFR__EGFRvIII__PI3K1_ + cyt_lipid_PIP3_	1.00E+00								
vRP30_3	Deterministic	Cytoplasm	cyt_mixed_p_EGF__EGFR__EGFR__PI3K1__PIP2_ ; cyt_prot_p_EGF__EGFR__EGFR__PI3K1_ + cyt_lipid_PIP3_	1.00E+00								
vRP30_4	Deterministic	Cytoplasm	cyt_mixed_p_EGF__EGFR__EGF__EGFR__PI3K1__PIP2_ ; cyt_prot_p_EGF__EGFR__EGF__EGFR__PI3K1_ + cyt_lipid_PIP3_	1.00E+00								
vRP30_5	Deterministic	Cytoplasm	cyt_mixed_p_EGF__EGFR__ERBB3__PI3K1__PIP2_ ; cyt_prot_p_EGF__EGFR__ERBB3__PI3K1_ + cyt_lipid_PIP3_	1.00E+00								
vRP30_6	Deterministic	Cytoplasm	cyt_mixed_p_EGF__EGFR__NRG1__ERBB3__PI3K1__PIP2_ ; cyt_prot_p_EGF__EGFR__NRG1__ERBB3__PI3K1_ + cyt_lipid_PIP3_	1.00E+00								
vRP30_7	Deterministic	Cytoplasm	cyt_mixed_p_EGF__EGFR__ERBB4__PI3K1__PIP2_ ; cyt_prot_p_EGF__EGFR__ERBB4__PI3K1_ + cyt_lipid_PIP3_	1.00E+00								
vRP30_8	Deterministic	Cytoplasm	cyt_mixed_p_EGF__EGFR__NRG1__ERBB4__PI3K1__PIP2_ ; cyt_prot_p_EGF__EGFR__NRG1__ERBB4__PI3K1_ + cyt_lipid_PIP3_	1.00E+00								
vRP30_9	Deterministic	Cytoplasm	pE2HE3_PI3K1_PIP2 ; cyt_prot_p_ERBB2__NRG1__ERBB3__PI3K1_ + cyt_lipid_PIP3_	1.00E+00								
vRP30_10	Deterministic	Cytoplasm	pHE3Ev3_PI3K1_PIP2 ; cyt_prot_p_NRG1__ERBB3__EGFRvIII__PI3K1_ + cyt_lipid_PIP3_	1.00E+00								
vRP30_11	Deterministic	Cytoplasm	cyt_mixed_p_EGFR__NRG1__ERBB3__PI3K1__PIP2_ ; cyt_prot_p_EGFR__NRG1__ERBB3__PI3K1_ + cyt_lipid_PIP3_	1.00E+00								
vRP30_12	Deterministic	Cytoplasm	cyt_mixed_p_NRG1__ERBB3__ERBB4__PI3K1__PIP2_ ; cyt_prot_p_NRG1__ERBB3__ERBB4__PI3K1_ + cyt_lipid_PIP3_	1.00E+00								
vRP30_13	Deterministic	Cytoplasm	cyt_mixed_p_NRG1__ERBB3__NRG1__ERBB4__PI3K1__PIP2_ ; cyt_prot_p_NRG1__ERBB3__NRG1__ERBB4__PI3K1_ + cyt_lipid_PIP3_	1.00E+00								
vRP30_14	Deterministic	Cytoplasm	cyt_mixed_p_ERBB2__NRG1__ERBB4__PI3K1__PIP2_ ; cyt_prot_p_ERBB2__NRG1__ERBB4__PI3K1_ + cyt_lipid_PIP3_	1.00E+00								
vRP30_15	Deterministic	Cytoplasm	cyt_mixed_p_NRG1__ERBB4__EGFRvIII__PI3K1__PIP2_ ; cyt_prot_p_NRG1__ERBB4__EGFRvIII__PI3K1_ + cyt_lipid_PIP3_	1.00E+00								
vRP30_16	Deterministic	Cytoplasm	cyt_mixed_p_EGFR__NRG1__ERBB4__PI3K1__PIP2_ ; cyt_prot_p_EGFR__NRG1__ERBB4__PI3K1_ + cyt_lipid_PIP3_	1.00E+00								
vRP30_17	Deterministic	Cytoplasm	cyt_mixed_p_ERBB3__NRG1__ERBB4__PI3K1__PIP2_ ; cyt_prot_p_ERBB3__NRG1__ERBB4__PI3K1_ + cyt_lipid_PIP3_	1.00E+00								
vRP30_18	Deterministic	Cytoplasm	cyt_mixed_p_NRG1__ERBB4__ERBB4__PI3K1__PIP2_ ; cyt_prot_p_NRG1__ERBB4__ERBB4__PI3K1_ + cyt_lipid_PIP3_	1.00E+00								
vRP30_19	Deterministic	Cytoplasm	cyt_mixed_p_NRG1__ERBB4__NRG1__ERBB4__PI3K1__PIP2_ ; cyt_prot_p_NRG1__ERBB4__NRG1__ERBB4__PI3K1_ + cyt_lipid_PIP3_	1.00E+00								
vRP30_20	Deterministic	Cytoplasm	pHGF_Met_Met_PI3K1_PIP2 ; cyt_prot_p_HGF__MET__MET__PI3K1_ + cyt_lipid_PIP3_	1.00E+00								
vRP30_21	Deterministic	Cytoplasm	cyt_mixed_p_HGF__MET__HGF__MET__PI3K1__PIP2_ ; cyt_prot_p_HGF__MET__HGF__MET__PI3K1_ + cyt_lipid_PIP3_	1.00E+00								
vRP30_22	Deterministic	Cytoplasm	cyt_mixed_p_PDGFB__PDGFRB__PDGFB__PDGFRB__PI3K1__PIP2_ ; cyt_prot_p_PDGFB__PDGFRB__PDGFB__PDGFRB__PI3K1_ + cyt_lipid_PIP3_	1.00E+00								
vRP30_23	Deterministic	Cytoplasm	cyt_mixed_p_PDGFB__PDGFRB__PDGFRB__PI3K1__PIP2_ ; cyt_prot_p_PDGFB__PDGFRB__PDGFRB__PI3K1_ + cyt_lipid_PIP3_	1.00E+00								
vRP30_24	Deterministic	Cytoplasm	cyt_mixed_p_FGF__FGFR__FGF__FGFR__PI3K1__PIP2_ ; cyt_prot_p_FGF__FGFR__FGF__FGFR__PI3K1_ + cyt_lipid_PIP3_	1.00E+00								
vRP30_25	Deterministic	Cytoplasm	cyt_mixed_p_FGF__FGFR__FGFR__PI3K1__PIP2_ ; cyt_prot_p_FGF__FGFR__FGFR__PI3K1_ + cyt_lipid_PIP3_	1.00E+00								
vRP30_26	Deterministic	Cytoplasm	cyt_mixed_p_IGF__IGF1R__IGF1R__IRS__PI3K1__PIP2_ ; cyt_prot_p_IGF__IGF1R__IGF1R__IRS__PI3K1_ + cyt_lipid_PIP3_	5.00E+00								
vRP30_27	Deterministic	Cytoplasm	cyt_mixed_p_INS__INSR__INSR__IRS__PI3K1__PIP2_ ; cyt_prot_p_INS__INSR__INSR__IRS__PI3K1_ + cyt_lipid_PIP3_	5.00E+00								
vRP30_28	Deterministic	Cytoplasm	cyt_mixed_p_IGF__IGF1R__IGF1R__IGF__IRS__PI3K1__PIP2_ ; cyt_prot_p_IGF__IGF1R__IGF1R__IGF__IRS__PI3K1_ + cyt_lipid_PIP3_	5.00E+00								
vRP30_29	Deterministic	Cytoplasm	cyt_mixed_p_INS__INSR__INSR__INS__IRS__PI3K1__PIP2_ ; cyt_prot_p_INS__INSR__INSR__INS__IRS__PI3K1_ + cyt_lipid_PIP3_	5.00E+00								
vRP31_1	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__ERBB2__PI3K2_ + cyt_lipid_PIP_ ; cyt_mixed_p_EGF__EGFR__ERBB2__PI3K2__PIP_	1.00E-03								
vRP31_2	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__EGFRvIII__PI3K2_ + cyt_lipid_PIP_ ; cyt_mixed_p_EGF__EGFR__EGFRvIII__PI3K2__PIP_	1.00E-03								
vRP31_3	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__EGFR__PI3K2_ + cyt_lipid_PIP_ ; pEE1E1_PI3K2_PIP	1.00E-03								
vRP31_4	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__EGF__EGFR__PI3K2_ + cyt_lipid_PIP_ ; cyt_mixed_p_EGF__EGFR__EGF__EGFR__PI3K2__PIP_	1.00E-03								
vRP31_5	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__ERBB3__PI3K2_ + cyt_lipid_PIP_ ; cyt_mixed_p_EGF__EGFR__ERBB3__PI3K2__PIP_	1.00E-03								
vRP31_6	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__NRG1__ERBB3__PI3K2_ + cyt_lipid_PIP_ ; cyt_mixed_p_EGF__EGFR__NRG1__ERBB3__PI3K2__PIP_	1.00E-03								
vRP31_7	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__ERBB4__PI3K2_ + cyt_lipid_PIP_ ; cyt_mixed_p_EGF__EGFR__ERBB4__PI3K2__PIP_	1.00E-03								
vRP31_8	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__NRG1__ERBB4__PI3K2_ + cyt_lipid_PIP_ ; cyt_mixed_p_EGF__EGFR__NRG1__ERBB4__PI3K2__PIP_	1.00E-03								
vRP31_9	Deterministic	Cytoplasm	cyt_prot_p_ERBB2__NRG1__ERBB3__PI3K2_ + cyt_lipid_PIP_ ; cyt_mixed_p_ERBB2__NRG1__ERBB3__PI3K2__PIP_	1.00E-03								
vRP31_10	Deterministic	Cytoplasm	cyt_prot_p_NRG1__ERBB3__EGFRvIII__PI3K2_ + cyt_lipid_PIP_ ; cyt_mixed_p_NRG1__ERBB3__EGFRvIII__PI3K2__PIP_	1.00E-03								
vRP31_11	Deterministic	Cytoplasm	cyt_prot_p_EGFR__NRG1__ERBB3__PI3K2_ + cyt_lipid_PIP_ ; cyt_mixed_p_EGFR__NRG1__ERBB3__PI3K2__PIP_	1.00E-03								
vRP31_12	Deterministic	Cytoplasm	cyt_prot_p_NRG1__ERBB3__ERBB4__PI3K2_ + cyt_lipid_PIP_ ; cyt_mixed_p_NRG1__ERBB3__ERBB4__PI3K2__PIP_	1.00E-03								
vRP31_13	Deterministic	Cytoplasm	cyt_prot_p_NRG1__ERBB3__NRG1__ERBB4__PI3K2_ + cyt_lipid_PIP_ ; cyt_mixed_p_NRG1__ERBB3__NRG1__ERBB4__PI3K2__PIP_	1.00E-03								
vRP31_14	Deterministic	Cytoplasm	cyt_prot_p_ERBB2__NRG1__ERBB4__PI3K2_ + cyt_lipid_PIP_ ; cyt_mixed_p_ERBB2__NRG1__ERBB4__PI3K2__PIP_	1.00E-03								
vRP31_15	Deterministic	Cytoplasm	cyt_prot_p_NRG1__ERBB4__EGFRvIII__PI3K2_ + cyt_lipid_PIP_ ; cyt_mixed_p_NRG1__ERBB4__EGFRvIII__PI3K2__PIP_	1.00E-03								
vRP31_16	Deterministic	Cytoplasm	cyt_prot_p_EGFR__NRG1__ERBB4__PI3K2_ + cyt_lipid_PIP_ ; cyt_mixed_p_EGFR__NRG1__ERBB4__PI3K2__PIP_	1.00E-03								
vRP31_17	Deterministic	Cytoplasm	cyt_prot_p_ERBB3__NRG1__ERBB4__PI3K2_ + cyt_lipid_PIP_ ; cyt_mixed_p_ERBB3__NRG1__ERBB4__PI3K2__PIP_	1.00E-03								
vRP31_18	Deterministic	Cytoplasm	cyt_prot_p_NRG1__ERBB4__ERBB4__PI3K2_ + cyt_lipid_PIP_ ; cyt_mixed_p_NRG1__ERBB4__ERBB4__PI3K2__PIP_	1.00E-03								
vRP31_19	Deterministic	Cytoplasm	cyt_prot_p_NRG1__ERBB4__NRG1__ERBB4__PI3K2_ + cyt_lipid_PIP_ ; cyt_mixed_p_NRG1__ERBB4__NRG1__ERBB4__PI3K2__PIP_	1.00E-03								
vRP31_20	Deterministic	Cytoplasm	cyt_prot_p_HGF__MET__MET__PI3K2_ + cyt_lipid_PIP_ ; cyt_mixed_p_HGF__MET__MET__PI3K2__PIP_	1.00E-03								
vRP31_21	Deterministic	Cytoplasm	cyt_prot_p_HGF__MET__HGF__MET__PI3K2_ + cyt_lipid_PIP_ ; cyt_mixed_p_HGF__MET__HGF__MET__PI3K2__PIP_	1.00E-03								
vRP31_22	Deterministic	Cytoplasm	cyt_prot_p_PDGFB__PDGFRB__PDGFB__PDGFRB__PI3K2_ + cyt_lipid_PIP_ ; cyt_mixed_p_PDGFB__PDGFRB__PDGFB__PDGFRB__PI3K2__PIP_	1.00E-03								
vRP31_23	Deterministic	Cytoplasm	cyt_prot_p_PDGFB__PDGFRB__PDGFRB__PI3K2_ + cyt_lipid_PIP_ ; cyt_mixed_p_PDGFRB__PDGFRB__PDGFRB__PI3K2__PIP_	1.00E-03								
vRP31_24	Deterministic	Cytoplasm	cyt_prot_p_FGF__FGFR__FGF__FGFR__PI3K2_ + cyt_lipid_PIP_ ; cyt_mixed_p_FGF__FGFR__FGF__FGFR__PI3K2__PIP_	1.00E-03								
vRP31_25	Deterministic	Cytoplasm	cyt_prot_p_FGF__FGFR__FGFR__PI3K2_ + cyt_lipid_PIP_ ; cyt_mixed_p_FGF__FGFR__FGFR__PI3K2__PIP_	1.00E-03								
vRP31_26	Deterministic	Cytoplasm	cyt_prot_p_IGF__IGF1R__IGF1R__IRS__PI3K2_ + cyt_lipid_PIP_ ; cyt_mixed_p_IGF__IGF1R__IGF1R__IRS__PI3K2__PIP_	1.00E-03								
vRP31_27	Deterministic	Cytoplasm	cyt_prot_p_INS__INSR__INSR__IRS__PI3K2_ + cyt_lipid_PIP_ ; cyt_mixed_p_INS__INSR__INSR__IRS__PI3K2__PIP_	1.00E-03								
vRP31_28	Deterministic	Cytoplasm	cyt_prot_p_IGF__IGF1R__IGF1R__IGF__IRS__PI3K2_ + cyt_lipid_PIP_ ; cyt_mixed_p_IGF__IGF1R__IGF1R__IGF__IRS__PI3K2__PIP_	1.00E-03								
vRP31_29	Deterministic	Cytoplasm	cyt_prot_p_INS__INSR__INSR__INS__IRS__PI3K2_ + cyt_lipid_PIP_ ; cyt_mixed_p_INS__INSR__INSR__INS__IRS__PI3K2__PIP_	1.00E-03								
vRP32_1	Deterministic	Cytoplasm	cyt_mixed_p_EGF__EGFR__ERBB2__PI3K2__PIP_ ; cyt_prot_p_EGF__EGFR__ERBB2__PI3K2_ + cyt_lipid_PIP_	1.00E-02								
vRP32_2	Deterministic	Cytoplasm	cyt_mixed_p_EGF__EGFR__EGFRvIII__PI3K2__PIP_ ; cyt_prot_p_EGF__EGFR__EGFRvIII__PI3K2_ + cyt_lipid_PIP_	1.00E-02								
vRP32_3	Deterministic	Cytoplasm	pEE1E1_PI3K2_PIP ; cyt_prot_p_EGF__EGFR__EGFR__PI3K2_ + cyt_lipid_PIP_	1.00E-02								
vRP32_4	Deterministic	Cytoplasm	cyt_mixed_p_EGF__EGFR__EGF__EGFR__PI3K2__PIP_ ; cyt_prot_p_EGF__EGFR__EGF__EGFR__PI3K2_ + cyt_lipid_PIP_	1.00E-02								
vRP32_5	Deterministic	Cytoplasm	cyt_mixed_p_EGF__EGFR__ERBB3__PI3K2__PIP_ ; cyt_prot_p_EGF__EGFR__ERBB3__PI3K2_ + cyt_lipid_PIP_	1.00E-02								
vRP32_6	Deterministic	Cytoplasm	cyt_mixed_p_EGF__EGFR__NRG1__ERBB3__PI3K2__PIP_ ; cyt_prot_p_EGF__EGFR__NRG1__ERBB3__PI3K2_ + cyt_lipid_PIP_	1.00E-02								
vRP32_7	Deterministic	Cytoplasm	cyt_mixed_p_EGF__EGFR__ERBB4__PI3K2__PIP_ ; cyt_prot_p_EGF__EGFR__ERBB4__PI3K2_ + cyt_lipid_PIP_	1.00E-02								
vRP32_8	Deterministic	Cytoplasm	cyt_mixed_p_EGF__EGFR__NRG1__ERBB4__PI3K2__PIP_ ; cyt_prot_p_EGF__EGFR__NRG1__ERBB4__PI3K2_ + cyt_lipid_PIP_	1.00E-02								
vRP32_9	Deterministic	Cytoplasm	cyt_mixed_p_ERBB2__NRG1__ERBB3__PI3K2__PIP_ ; cyt_prot_p_ERBB2__NRG1__ERBB3__PI3K2_ + cyt_lipid_PIP_	1.00E-02								
vRP32_10	Deterministic	Cytoplasm	cyt_mixed_p_NRG1__ERBB3__EGFRvIII__PI3K2__PIP_ ; cyt_prot_p_NRG1__ERBB3__EGFRvIII__PI3K2_ + cyt_lipid_PIP_	1.00E-02								
vRP32_11	Deterministic	Cytoplasm	cyt_mixed_p_EGFR__NRG1__ERBB3__PI3K2__PIP_ ; cyt_prot_p_EGFR__NRG1__ERBB3__PI3K2_ + cyt_lipid_PIP_	1.00E-02								
